,name,city,Check_in_date,Check_out_date,pool,gym,spa,free_parking,bathtub,restuarant,Airport_transfer,Bar,Kitchen,Connecting_rooms_available,Internet_access,Pet_friendly,No of Nights,City Center,price
212,"Ramee Grand Hotel and Spa, Pune",Pune,2021-02-24,2021-02-28,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,7.2,15486
213,The Corinthians Resort & Club,Pune,2021-02-24,2021-02-28,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,8.2,28996
215,Tarawade Clarks Inn,Pune,2021-02-24,2021-02-28,no,no,no,yes,no,yes,yes,yes,no,no,no,no,4,7.9,10000
217,OYO 26855 Kailasdham,Pune,2021-02-24,2021-02-28,no,no,no,no,yes,no,no,no,no,no,no,no,4,15.0,8376
218,Hotel Centurion Inn,Pune,2021-02-24,2021-02-28,no,no,no,yes,no,yes,yes,no,no,no,no,no,4,9.2,12056
219,Courtyard by Marriott Pune Hinjewadi,Pune,2021-02-24,2021-03-02,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,6,18.0,26000
220,Doubletree By Hilton Pune - Chinchwad,Pune,2021-02-24,2021-03-02,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,6,21.0,36000
221,Hyatt Regency Pune & Residences,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,14.0,35775
222,Blue Diamond - IHCL SeleQtions,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,10.0,29162
223,Hyatt Place Pune/Hinjawadi,Pune,2021-02-24,2021-03-02,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,6,18.0,16715
224,Sheraton Grand Pune Bund Garden Hotel,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.8,36003
225,"The Ritz-Carlton, Pune",Pune,2021-02-24,2021-03-02,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,6,12.0,64000
226,ibis Pune Viman Nagar Hotel,Pune,2021-02-24,2021-03-02,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,14.0,10300
227,Hotel Lxia,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,18.0,7015
228,Country Club Hotel & Holidays LTD.,Pune,2021-02-24,2021-03-02,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,6,8.5,9000
230,HOTEL ROYAL ENCLAVE,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,no,no,no,no,no,6,7.2,6234
232,Pride Hotel,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.3,17941
233,Radisson Blu Hotel Pune Kharadi,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,6,15.0,18194
234,"Monarch Montvert, Baner Pune",Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,12816
235,Hotel Nanashree Executive,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,yes,no,no,no,no,yes,6,21.0,8610
236,The Westin Pune Koregaon Park,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,12.0,45000
237,Nest by Bird Of Paradise,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,no,no,no,no,no,6,15.0,8394
238,Novotel Pune Viman Nagar Hotel,Pune,2021-02-24,2021-03-02,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,14.0,15840
240,Hotel Srimaan,Pune,2021-02-24,2021-03-02,no,no,no,yes,yes,yes,no,yes,no,no,no,no,6,10.0,11888
241,"Vivanta Pune, Hinjawadi",Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,18.0,23630
243,Bird Of Paradise- Hospitality,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,yes,no,no,6,16.0,10200
244,Lemon Tree Hotel Viman Nagar Pune,Pune,2021-02-24,2021-03-02,no,yes,no,yes,no,yes,no,no,no,no,no,no,6,14.0,15915
245,CELEBRATIONS INN,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,21.0,7495
247,The Haven Serviced Residences,Pune,2021-02-24,2021-03-02,no,yes,no,yes,no,yes,no,no,no,no,yes,no,6,15.0,24300
248,Hotel Ashish Plaza,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,yes,no,no,yes,no,6,7.5,15120
249,Keys Select Pimpri - By Lemon Tree Hotels,Pune,2021-02-24,2021-03-02,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,20.0,19712
250,Crowne Plaza Pune City Centre,Pune,2021-02-24,2021-03-02,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,10.0,19400
251,Hotel Parc Estique,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,14.0,13683
252,The O Hotel,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,11.0,23089
253,Maurya Residency,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.8,7200
255,Iris Hotel,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,10.0,9000
256,The Hotel Hindusthan International,Pune,2021-02-24,2021-03-02,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,14.0,33613
257,Hotel Bhairavee,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,no,no,no,no,no,6,11.0,22002
258,Hotel Sagar Plaza,Pune,2021-02-24,2021-03-02,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,8.1,15158
259,Hotel Crystal Court,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,no,no,no,no,no,6,19.0,12000
261,Hotel Shivam,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,yes,no,no,no,no,no,6,8.6,11550
262,ibis Pune Hinjewadi Hotel,Pune,2021-02-24,2021-03-02,no,yes,no,yes,no,yes,no,yes,no,no,no,no,6,20.0,8593
263,Cocoon Hotel,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,6,11.0,18000
265,Hotel Shree Panchratna,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,yes,no,yes,no,no,6,9.1,17700
266,Hotel Swan Inn,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,7.5,12285
267,Hotel Orchard Pune,Pune,2021-02-24,2021-03-02,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,7.1,16200
269,The Orchid Hotel Pune Hinjewadi,Pune,2021-02-24,2021-03-02,no,yes,no,no,yes,no,yes,no,no,no,yes,no,6,15.0,16884
270,Hotel Rajdeep,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.4,9900
271,The Sirona Hotel,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,11.0,15000
272,Noorya Hometel,Pune,2021-02-24,2021-03-02,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,20.0,15746
273,"The Fern Residency,MIDC",Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,22.0,20355
274,Shantai Hotel,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,6,7.8,14600
276,Choice Classic Hotel,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.2,9370
277,Hotel Shreyas,Pune,2021-02-24,2021-03-02,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,6,7.0,13575
280,Hotel Basera,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,no,no,no,no,no,6,7.0,12000
281,Hyatt Pune,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,13.0,20400
282,Silverkey Executive Stays 36722 Near Bachpan Play School,Pune,2021-02-24,2021-03-02,no,no,no,no,no,no,no,no,yes,no,no,no,6,23.0,30776
284,Hotel Bhooshan Sivajinagar,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.9,11875
285,Hotel Aura,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,5.9,36000
286,OYO 40687 Silver Star Executive,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,0.7,30776
287,Conrad Pune by Hilton,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,9.9,68400
288,Treebo Trend Naunidh Suites,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,15.0,8835
290,Tarawade Clarks Inn,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,yes,yes,no,no,no,no,6,7.9,15100
291,The Corinthians Resort & Club,Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.2,42394
292,"Ramee Grand Hotel and Spa, Pune",Pune,2021-02-24,2021-03-02,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,7.2,22954
294,Hotel RutuGandh Heritage,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,yes,no,no,no,no,no,no,6,6.7,11400
295,Resonare Hospitality Services LLP,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,no,no,no,no,no,no,6,13.0,10800
297,OYO 17121 Hotel Yashraj Inn,Pune,2021-02-24,2021-03-02,no,no,no,yes,yes,no,no,no,no,no,no,no,6,22.0,66827
298,Park Central,Pune,2021-02-24,2021-03-02,no,no,no,yes,no,no,yes,no,no,no,yes,no,6,11.0,12000
299,OYO 18497 East Field Homes,Pune,2021-02-24,2021-03-02,no,no,no,no,yes,yes,no,no,no,no,no,no,6,14.0,9738
300,Little Mastiff Chinchwad,Pune,2021-02-24,2021-03-02,no,yes,no,yes,no,yes,no,no,no,no,no,no,6,21.0,14868
301,Eastend Munnar,Munnar,2021-02-23,2021-02-25,no,no,yes,yes,no,yes,yes,no,no,no,no,no,2,0.6,4500
302,Wild Elephant Eco-Friendly Resort,Munnar,2021-02-23,2021-02-25,yes,no,no,yes,no,yes,no,no,no,no,no,no,2,0.9,4600
303,Elysium Gardens Hill Resorts,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,0.5,7499
304,Royal Retreat,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,1.1,9333
305,Grand Plaza Munnar,Munnar,2021-02-23,2021-02-25,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,0.9,7000
306,Misty Mountain Resort,Munnar,2021-02-23,2021-02-25,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,2,0.5,6600
307,Spice Jungle Resort,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,0.9,3186
308,Treebo Trend Misty Garden Resorts & Spa,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,yes,no,no,no,no,no,no,2,0.7,4928
309,The Tall Trees Munnar,Munnar,2021-02-23,2021-02-25,no,no,yes,yes,no,yes,no,yes,no,no,no,no,2,0.2,14998
310,Treebo Trip Lumino Rainbow,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,0.5,3502
311,Jays Inn,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,0.6,2598
312,Munnar Days,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,no,yes,no,no,no,no,no,2,0.9,3600
313,Issacs Residency,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,yes,no,yes,no,no,yes,no,2,0.2,6938
314,Lumino Highrange,Munnar,2021-02-23,2021-02-25,no,no,yes,yes,no,no,no,no,no,no,no,no,2,0.4,1920
315,OYO 23388 Fathima Residency,Munnar,2021-02-23,2021-02-25,no,no,no,yes,yes,no,no,no,no,no,no,no,2,0.7,2597
316,Nature Zone Jungle Resort,Munnar,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,0.9,14000
317,Grand Plaza Munnar,Munnar,2021-02-23,2021-02-27,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,0.9,14000
318,Jays Inn,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,0.6,5396
319,Misty Mountain Resort,Munnar,2021-02-23,2021-02-27,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,4,0.5,13200
320,Treebo Trip Lumino Rainbow,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,0.5,6808
321,Treebo Trend Misty Garden Resorts & Spa,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,no,no,no,no,no,4,0.7,12130
322,Issacs Residency,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,yes,no,no,yes,no,4,0.2,13876
323,Elysium Gardens Hill Resorts,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,yes,yes,no,no,no,no,no,4,0.5,14997
324,Spice Jungle Resort,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,yes,yes,no,no,no,no,no,4,0.9,6372
325,Lumino Highrange,Munnar,2021-02-23,2021-02-27,no,no,yes,yes,no,no,no,no,no,no,no,no,4,0.4,3840
326,OYO 23388 Fathima Residency,Munnar,2021-02-23,2021-02-27,no,no,no,yes,yes,no,no,no,no,no,no,no,4,0.7,4834
327,Wild Elephant Eco-Friendly Resort,Munnar,2021-02-23,2021-02-27,yes,no,no,yes,no,yes,no,no,no,no,no,no,4,0.9,9200
328,Munnar Days,Munnar,2021-02-23,2021-02-27,no,no,no,yes,no,no,yes,no,no,no,no,no,4,0.9,7200
329,Westwood Riverside Garden Resort,Munnar,2021-02-23,2021-02-27,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,0.5,13440
330,The Tall Trees Munnar,Munnar,2021-02-23,2021-02-27,no,no,yes,yes,no,yes,no,yes,no,no,no,no,4,0.2,29996
331,Eastend Munnar,Munnar,2021-02-23,2021-03-01,no,no,yes,yes,no,yes,yes,no,no,no,no,no,6,0.6,13500
332,Grand Plaza Munnar,Munnar,2021-02-23,2021-03-01,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,0.9,21000
333,Jays Inn,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,0.6,8194
334,Misty Mountain Resort,Munnar,2021-02-23,2021-03-01,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,6,0.5,19800
335,Treebo Trip Lumino Rainbow,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,0.5,10475
336,Treebo Trend Misty Garden Resorts & Spa,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,no,no,no,no,no,6,0.7,18683
337,Issacs Residency,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,yes,no,no,yes,no,6,0.2,20814
338,Lumino Highrange,Munnar,2021-02-23,2021-03-01,no,no,yes,yes,no,no,no,no,no,no,no,no,6,0.4,5760
339,Elysium Gardens Hill Resorts,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,0.5,22496
340,OYO 23388 Fathima Residency,Munnar,2021-02-23,2021-03-01,no,no,no,yes,yes,no,no,no,no,no,no,no,6,0.7,7221
341,Spice Jungle Resort,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,0.9,10177
342,Munnar Days,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,no,yes,no,no,no,no,no,6,0.9,10800
343,Westwood Riverside Garden Resort,Munnar,2021-02-23,2021-03-01,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,0.5,20160
344,Nature Zone Jungle Resort,Munnar,2021-02-23,2021-03-01,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,0.9,42500
345,The Park New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,0.6,7198
346,The Metropolitan Hotel and Spa New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,1.1,7000
347,"Eros Hotel New Delhi, Nehru Place",New Delhi,2021-02-24,2021-02-26,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,2,9.7,7049
348,"Red Fox Hotel, Delhi Airport",New Delhi,2021-02-24,2021-02-26,no,yes,no,no,no,yes,no,no,no,yes,no,no,2,13.0,4480
349,Novotel New Delhi Aerocity Hotel,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,13.0,5441
350,OYO 11403 Hotel Daffodils,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,yes,yes,no,no,no,no,no,no,2,26.0,3725
351,Roseate House,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,13.0,8124
352,Hotel Godwin Deluxe,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,2,1.5,2760
353,"Taj Palace, New Delhi",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,6.3,15438
354,ibis New Delhi Aerocity Hotel,New Delhi,2021-02-24,2021-02-26,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,2,13.0,4400
355,The Claridges New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,9.1,7650
356,ADB Rooms Gaurav Guest House,New Delhi,2021-02-24,2021-02-26,no,no,no,no,yes,no,no,no,no,no,no,no,2,1.9,3200
357,Hotel Sohi Residency,New Delhi,2021-02-24,2021-02-26,no,yes,no,yes,no,no,yes,no,no,no,no,no,2,3.4,4755
358,"D Pavillon Boutique Hotel, Delhi Airport",New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,no,yes,2,13.0,3999
359,Hotel Blue Stone - Nehru Place,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,no,no,2,10.0,3276
360,Pride Plaza Hotel Aerocity New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,13.0,5078
361,WelcomHeritage Haveli Dharampura,New Delhi,2021-02-24,2021-02-26,no,no,no,no,no,yes,yes,yes,no,yes,no,no,2,2.6,14998
362,"Vivanta New Delhi,Dwarka",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,2,17.0,5698
363,Hotel Krishna Plaza,New Delhi,2021-02-24,2021-02-26,no,no,yes,yes,no,yes,no,no,no,no,no,no,2,1.2,2220
364,Sheraton New Delhi Hotel,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,12.0,7198
365,Svelte Hotel & Personal Suites,New Delhi,2021-02-24,2021-02-26,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,12.0,6598
366,Pullman New Delhi Aerocity Hotel,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,13.0,7920
367,Shervani Hotel Nehru Place,New Delhi,2021-02-24,2021-02-26,no,yes,no,yes,no,yes,yes,no,no,no,no,no,2,9.9,6288
368,Hotel Sunstar Heritage,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,yes,no,no,2,3.8,3060
369,Radisson Blu Plaza Delhi Airport,New Delhi,2021-02-24,2021-02-26,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,14.0,5625
370,The Ashok,New Delhi,2021-02-24,2021-02-26,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,2,4.7,10498
371,The Orion Plaza,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,10.0,5421
372,Connaught Royale,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,0.8,7279
373,Hyatt Regency Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,7.9,9998
374,"Ambassador, New Delhi-IHCL SeleQtions",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,2,3.6,7898
375,Hotel ARCH,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,no,yes,no,2,13.0,2899
376,"Shangri-La's - Eros Hotel, New Delhi",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,1.2,12000
377,Radisson Blu Hotel New Delhi Dwarka,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,18.0,5118
378,Hotel City Star,New Delhi,2021-02-24,2021-02-26,no,yes,no,yes,no,yes,yes,no,no,no,no,no,2,1.5,4399
379,Radisson Blu Hotel New Delhi Paschim Vihar,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,13.0,4480
380,Radisson Blu Marina Hotel Connaught Place,New Delhi,2021-02-24,2021-02-26,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,2,0.3,9449
381,WelcomHotel Dwarka - Member ITC Hotel Group,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,17.0,4901
382,Treebo Trend AND,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,no,no,2,15.0,4511
383,Omehar Stay,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,2,13.0,1800
384,Hyatt Place Gurgaon Udyog Vihar,New Delhi,2021-02-24,2021-02-26,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,2,21.0,4930
385,Radisson Blu Kaushambi Delhi NCR,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,11.0,5598
386,Mandakini Palace,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,yes,no,2,3.0,4489
387,Andaz Delhi - a concept by Hyatt,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,2,13.0,10200
388,Hotel Sunstar Grand,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,3.8,2400
389,River Front Hotel Delhi,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,no,no,no,no,no,no,no,2,14.0,1199
390,The Sun Court Hotel Yatri,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,no,no,2,3.7,2800
391,Hotel Grand Godwin,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,2,1.5,3220
392,ADB Rooms Days Inn,New Delhi,2021-02-24,2021-02-26,no,no,no,no,yes,no,no,no,no,no,no,no,2,12.0,3000
393,Rockland Hotel Panchsheel Enclave,New Delhi,2021-02-24,2021-02-26,no,no,yes,yes,no,yes,yes,no,no,no,no,no,2,10.0,3598
394,OYO 46221 Hotel Shiv Dev International,New Delhi,2021-02-24,2021-02-26,no,no,no,no,yes,no,no,no,no,no,no,no,2,1.5,2018
395,The Grand New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,12.0,7198
396,"The Oberoi, New Delhi",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,4.5,27000
397,Taj City Centre Gurugram,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,2,25.0,8325
398,bloomrooms @ New Delhi Railway Station,New Delhi,2021-02-24,2021-02-26,no,no,no,no,no,yes,yes,no,no,no,no,no,2,1.4,3400
399,Hari Piorko Inn Express,New Delhi,2021-02-24,2021-02-26,no,no,yes,no,no,yes,yes,no,no,yes,no,no,2,1.1,2199
400,"Hotel The Raj, New Delhi",New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,yes,no,2,1.5,2195
401,The Palms - Town & Country Club,New Delhi,2021-02-24,2021-02-26,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,24.0,4757
402,Hotel Hindustan International,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,no,no,no,2,1.8,2500
403,The Lodhi - A member of The Leading Hotels Of The World,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,2,4.8,27000
404,"Lemon Tree Premier, Delhi Airport",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,13.0,6900
405,Radisson Noida,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,13.0,7500
406,Maplewood Guest House,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,no,yes,no,no,no,no,no,2,8.5,4598
407,Almondz Hotel,New Delhi,2021-02-24,2021-02-26,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,2,4.8,5500
408,Taurus Sarovar Portico,New Delhi,2021-02-24,2021-02-26,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,2,13.0,4498
409,Hotel Golden Oasis Delhi,New Delhi,2021-02-24,2021-02-26,no,no,no,no,no,yes,yes,no,no,no,yes,no,2,1.1,2240
410,Comfort Home Stay,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,no,no,no,2,8.4,4498
411,The Leela Palace New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,4.8,29000
412,OYO 19631 Grand Aerocity,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,yes,no,no,no,no,no,no,no,2,13.0,1815
413,ADB Rooms Sahib Hotel,New Delhi,2021-02-24,2021-02-26,no,no,no,no,no,no,no,no,no,yes,no,no,2,1.5,3360
414,The Imperial New Delhi,New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,0.8,20000
415,Surya Palace,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,no,no,no,yes,no,yes,2,16.0,2000
416,Hotel Smart Plaza,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,no,yes,no,no,no,no,no,2,13.0,3250
417,"ITC Maurya, a Luxury Collection Hotel, New Delhi",New Delhi,2021-02-24,2021-02-26,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,6.1,9608
418,OYO 27596 Hotel Parkash Dx,New Delhi,2021-02-24,2021-02-26,no,no,no,no,yes,no,no,no,no,no,no,no,2,1.5,1473
419,Airport Hotel Melfort,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,no,yes,no,no,no,no,no,2,14.0,1117
420,Hotel Southern,New Delhi,2021-02-24,2021-02-26,no,yes,no,no,no,yes,yes,no,no,no,yes,no,2,2.8,4302
421,The Ashtan Sarovar Portico,New Delhi,2021-02-24,2021-02-26,no,no,no,yes,no,yes,yes,no,no,no,yes,no,2,8.3,8998
